"Гродзенская","КАРЭЛІЦКІ","РАЙЦАЎСКІ","в.","Міра́цічы","мн.","-ціч і -цічаў, -чамі, -чах","Miraсіčy","Миратичи"
"Гродзенская","КАРЭЛІЦКІ","РАЙЦАЎСКІ","в.","Плу́жыны","мн.","-жын і -жынаў, -намі, -нах","Plužyny","Плужины"
"Гродзенская","КАРЭЛІЦКІ","РАЙЦАЎСКІ","в.","Ра́йца","м.","-ца, -цам, -цы","Rajca","Райца"
"Гродзенская","КАРЭЛІЦКІ","РАЙЦАЎСКІ","в.","Раме́йкі","мн.","-ме́ек і -ме́йкаў, -камі, -ках","Ramiejki","Рамейки"
"Гродзенская","КАРЭЛІЦКІ","РАЙЦАЎСКІ","в.","Ру́сацін","м.","-на, -нам, -не","Rusacin","Русатин"
"Гродзенская","КАРЭЛІЦКІ","РАЙЦАЎСКІ","в.","Сёгда","ж.","-ды, -дай і -даю, Сёгдзе","Siohda","Сёгда"
"Гродзенская","КАРЭЛІЦКІ","РАЙЦАЎСКІ","в.","Скры́шава","н.","-ва, -вам, -ве","Skryšava","Скрышево"
"Гродзенская","КАРЭЛІЦКІ","РАЙЦАЎСКІ","в.","Францішко́ва","н.","-ва, -вам, -ве","Franciškova","Франтишково"
"Гродзенская","КАРЭЛІЦКІ","РАЙЦАЎСКІ","в.","Хва́лава","н.","-ва, -вам, -ве","Chvalava","Хвалово"
"Гродзенская","КАРЭЛІЦКІ","РАЙЦАЎСКІ","в.","Шчо́нава","н.","-ва, -вам, -ве","Ščonava","Щёново"
"Гродзенская","КАРЭЛІЦКІ","РАЙЦАЎСКІ","в.","Я́твезь","ж.","-зі, -ззю, -зі","Jatvieź","Ятвезь"
"Гродзенская","КАРЭЛІЦКІ","ТУРЭЦКІ","в.","Беразаве́ц","м.","-заўца́, -заўцо́м, -заўцы́","Bierazaviec","Березовец"
"Гродзенская","КАРЭЛІЦКІ","ТУРЭЦКІ","в.","Брано́сава","н.","-ва, -вам, -ве","Branosava","Браносово"
"Гродзенская","КАРЭЛІЦКІ","ТУРЭЦКІ","в.","Вяле́тава","н.","-ва, -вам, -ве","Vialietava","Велетово"
"Гродзенская","КАРЭЛІЦКІ","ТУРЭЦКІ","в.","Вялі́кая Слабада́","ж.","-кай -ды́, -кай -до́й і -каю -до́ю, -кай -дзе́","Vialikaja Slabada","Великая Слобода"
"Гродзенская","КАРЭЛІЦКІ","ТУРЭЦКІ","в.","Заго́р’е","н.","-р’я, -р’ем, -р’і","Zahorje","Загорье"
"Гродзенская","КАРЭЛІЦКІ","ТУРЭЦКІ","в.","Качаны́","мн.","-но́ў, -на́мі, -на́х","Kačany","Кочаны"
"Гродзенская","КАРЭЛІЦКІ","ТУРЭЦКІ","в.","Кры́нкі","мн.","-нак і -нкаў, -камі, -ках","Krynki","Крынки"
"Гродзенская","КАРЭЛІЦКІ","ТУРЭЦКІ","в.","Лы́кавічы","мн.","-віч і -вічаў, -чамі, -чах","Lykavičy","Лыковичи"
"Гродзенская","КАРЭЛІЦКІ","ТУРЭЦКІ","в.","Маласе́льцы","мн.","-цаў, -цамі, -цах","Malasieĺcy","Малосельцы"
"Гродзенская","КАРЭЛІЦКІ","ТУРЭЦКІ","в.","Навасёлкі","мн.","-лак і -лкаў, -камі, -ках","Navasiolki","Новосёлки"
"Гродзенская","КАРЭЛІЦКІ","ТУРЭЦКІ","в.","Некрашэ́вічы","мн.","-віч і -вічаў, -чамі, -чах","Niekraševičy","Некрашевичи"
"Гродзенская","КАРЭЛІЦКІ","ТУРЭЦКІ","в.","Рап’ёва","н.","-ва, -вам, -ве","Rapjova","Репьёво"
"Гродзенская","КАРЭЛІЦКІ","ТУРЭЦКІ","в.","Тара́савічы","мн.","-віч і -вічаў, -чамі, -чах","Tarasavičy","Тарасовичи"
"Гродзенская","КАРЭЛІЦКІ","ТУРЭЦКІ","в.","Турэ́ц","м.","-рца́, -рцо́м, -рцы́","Turec","Турец"
"Гродзенская","КАРЭЛІЦКІ","ТУРЭЦКІ","в.","Чыжыно́ўцы","мн.","-цаў, -цамі, -цах","Čyžynoŭcy","Чижиновцы"
"Гродзенская","КАРЭЛІЦКІ","ЦЫРЫНСКІ","в.","Ака́навічы","мн.","-віч і -вічаў, -чамі, -чах","Akanavičy","Акановичи"
"Гродзенская","КАРЭЛІЦКІ","ЦЫРЫНСКІ","в.","Альша́ны","мн.","-ша́н і -ша́наў, -намі, -нах","Aĺšany","Ольшаны"
"Гродзенская","КАРЭЛІЦКІ","ЦЫРЫНСКІ","в.","Бабо́неўка","ж.","-кі, -кай і -каю, -ўцы","Babonieŭka","Бабоневка"
"Гродзенская","КАРЭЛІЦКІ","ЦЫРЫНСКІ","в.","Быке́вічы","мн.","-віч і -вічаў, -чамі, -чах","Bykievičy","Быкевичи"
"Гродзенская","КАРЭЛІЦКІ","ЦЫРЫНСКІ","в.","Вало́кі","мн.","-ло́к і -ло́каў, -камі, -ках","Valoki","Волоки"
"Гродзенская","КАРЭЛІЦКІ","ЦЫРЫНСКІ","в.","До́рагава","н.","-ва, -вам, -ве","Dorahava","Дорогово"
"Гродзенская","КАРЭЛІЦКІ","ЦЫРЫНСКІ","в.","Застадо́лле","н.","-лля, -ллем, -ллі","Zastadollie","Застодолье"
"Гродзенская","КАРЭЛІЦКІ","ЦЫРЫНСКІ","в.","Кайшо́ўка","ж.","-кі, -кай і -каю, -ўцы","Kajšoŭka","Кайшовка"
"Гродзенская","КАРЭЛІЦКІ","ЦЫРЫНСКІ","в.","Кра́снае","н.","-нага, -ным","Krasnajе","Красное"
"Гродзенская","КАРЭЛІЦКІ","ЦЫРЫНСКІ","в.","Мо́крава","н.","-ва, -вам, -ве","Mokrava","Мокрово"
"Гродзенская","КАРЭЛІЦКІ","ЦЫРЫНСКІ","в.","Рука́ўчыцы","мн.","-чыц і -чыцаў, -цамі, -цах","Rukaŭčycy","Рукавчицы"
"Гродзенская","КАРЭЛІЦКІ","ЦЫРЫНСКІ","в.","Цераві́чы","мн.","-ві́ч і -ві́чаў, -чамі, -чах","Ciеrаvičy","Теравичи"
"Гродзенская","КАРЭЛІЦКІ","ЦЫРЫНСКІ","в.","Цы́рын","м.","-на, -нам, -не","Cyryn","Цырин"
"Гродзенская","КАРЭЛІЦКІ","ЯРЭМІЦКІ","в.","Антанёва","н.","-ва, -вам, -ве","Antaniova","Антонёво"
"Гродзенская","КАРЭЛІЦКІ","ЯРЭМІЦКІ","в.","Баўці́чы","мн.","-ці́ч і -ці́чаў, -чамі, -чах","Baŭcičy","Болтичи"
"Гродзенская","КАРЭЛІЦКІ","ЯРЭМІЦКІ","в.","Быко́вічы","мн.","-віч і -вічаў, -чамі, -чах","Bykovičy","Быковичи"
"Гродзенская","КАРЭЛІЦКІ","ЯРЭМІЦКІ","в.","Вялі́кая Во́брына","ж.","-кай -ны, -кай -най і -каю -наю, -кай -не","Vialikaja Vobryna","Великая Обрина"
"Гродзенская","КАРЭЛІЦКІ","ЯРЭМІЦКІ","в.","Даўгі́нава","н.","-ва, -вам, -ве","Daŭhinava","Долгиново"
"Гродзенская","КАРЭЛІЦКІ","ЯРЭМІЦКІ","в.","Зарэ́чча","н.","-чча, -ччам, -ччы","Zarečča","Заречье"
"Гродзенская","КАРЭЛІЦКІ","ЯРЭМІЦКІ","в.","Ля́дкі","мн.","Ля́дак і Ля́дкаў, -камі, -ках","Liadki","Лядки"
"Гродзенская","КАРЭЛІЦКІ","ЯРЭМІЦКІ","в.","Мала́я Во́брына","ж.","-ло́й -ны, -ло́й -най і -ло́ю -наю, -ло́й -не","Malaja Vobryna","Малая Обрина"
"Гродзенская","КАРЭЛІЦКІ","ЯРЭМІЦКІ","в.","Но́вае Сяло́","н.","-вага -ла́, -вым -ло́м, -вым -ле́","Novaje Sialo","Новое Село"
"Гродзенская","КАРЭЛІЦКІ","ЯРЭМІЦКІ","в.","Пагарэ́лка","ж.","-кі, -кай і -каю, -лцы","Paharelka","Погорелка"
"Гродзенская","КАРЭЛІЦКІ","ЯРЭМІЦКІ","п.","Першама́йскі","м.","-кага, -кім","Pieršamajski","Першемайский"
"Гродзенская","КАРЭЛІЦКІ","ЯРЭМІЦКІ","в.","Ру́дзьма","ж.","-мы, -май і -маю, -ме","Rudźma","Рудьма"
"Гродзенская","КАРЭЛІЦКІ","ЯРЭМІЦКІ","в.","Сіня́ўская Слабада́","ж.","-кай -ды́, -кай -до́й і -каю -до́ю, -кай -дзе́","Siniaŭskaja Slabada","Синявская Слобода"
"Гродзенская","КАРЭЛІЦКІ","ЯРЭМІЦКІ","в.","Ско́рычы","мн.","-рыч і -рычаў, -чамі, -чах","Skoryčy","Скоричи"
"Гродзенская","КАРЭЛІЦКІ","ЯРЭМІЦКІ","х.","Чо́рная","ж.","-най, -най і -наю, -най","Čornaja","Чёрная"
"Гродзенская","КАРЭЛІЦКІ","ЯРЭМІЦКІ","в.","Ярэ́мічы","мн.","-міч і -мічаў, -чамі, -чах","Jaremičy","Еремичи"
"Гродзенская","ЛІДСКІ","<раён>","г.","Бяро́заўка","ж.","-кі, -кай і -каю, -ўцы","Biarozaŭka","Берёзовка"
"Гродзенская","ЛІДСКІ","<раён>","г.","Лі́да","ж.","-ды, -дай і -даю, -дзе","Lida","Лида"
"Гродзенская","ЛІДСКІ","БЕЛІЦКІ","в.","Бе́ліца","ж.","-цы, -цай і -цаю, -цы","Bielica","Белица"
"Гродзенская","ЛІДСКІ","БЕЛІЦКІ","в.","Во́сава","н.","-ва, -вам, -ве","Vosava","Осово"
"Гродзенская","ЛІДСКІ","БЕЛІЦКІ","в.","Грушаўні́к","м.","-ка́, -ко́м, -ку́","Hrušаŭnik","Грушевник"
"Гродзенская","ЛІДСКІ","БЕЛІЦКІ","в.","Збля́ны","мн.","-ля́н і -ля́наў, -намі, -нах","Zbliany","Збляны"
"Гродзенская","ЛІДСКІ","БЕЛІЦКІ","в.","Клюкаві́чы","мн.","-ві́ч і -ві́чаў, -чамі, -чах","Kliukavičy","Клюковичи"
"Гродзенская","ЛІДСКІ","БЕЛІЦКІ","в.","Кра́сная","ж.","-най, -най і -наю, -най","Krasnaja","Красная"
"Гродзенская","ЛІДСКІ","БЕЛІЦКІ","в.","Крыві́чы","мн.","-ві́ч і -ві́чаў, -чамі, -чах","Kryvičy","Кривичи"
"Гродзенская","ЛІДСКІ","БЕЛІЦКІ","в.","Лазя́ны","мн.","-зя́н і -зя́наў, -намі, -нах","Laziany","Лозяны"
"Гродзенская","ЛІДСКІ","БЕЛІЦКІ","в.","Лайко́ўшчына","ж.","-ны, -най і -наю, -не","Lajkoŭščyna","Лайковщина"
"Гродзенская","ЛІДСКІ","БЕЛІЦКІ","в.","Парэ́чча","н.","-чча, -ччам, -ччы","Parečča","Поречье"
"Гродзенская","ЛІДСКІ","БЕЛІЦКІ","в.","Пацукі́","мн.","-ко́ў, -ка́мі, -ка́х","Pacuki","Пацуки"
"Гродзенская","ЛІДСКІ","БЕЛІЦКІ","в.","Пішчо́ўцы","мн.","-цаў, -цамі, -цах","Piščоŭcy","Пищёвцы"
"Гродзенская","ЛІДСКІ","БЕЛІЦКІ","в.","Сі́дараўцы","мн.","-цаў, -цамі, -цах","Sidaraŭcy","Сидоровцы"
"Гродзенская","ЛІДСКІ","БЕЛІЦКІ","в.","Смало́цкія Бая́ры","мн.","-кіх Бая́р і -кіх Бая́раў, -кімі -рамі, -кіх -рах","Smalockija Bajary","Смолоцкие Бояры"
"Гродзенская","ЛІДСКІ","БЕЛІЦКІ","в.","Сто́кі","мн.","Сток і Сто́каў, -камі, -ках","Stoki","Стоки"
"Гродзенская","ЛІДСКІ","БЕЛІЦКІ","в.","Табала́","ж.","-лы́, -ло́й і -ло́ю, -ле́","Tabala","Табола"
"Гродзенская","ЛІДСКІ","БЕЛІЦКІ","в.","То́сіна","н.","-на, -нам, -не","Tosina","Тосино"
"Гродзенская","ЛІДСКІ","БЕЛІЦКІ","в.","Ху́тар Збля́ны","мн.","Ху́тара -ля́ны, -рам -ны, -ры -ны","Chutar Zbliany","Хутор Збляны"
"Гродзенская","ЛІДСКІ","БЕЛІЦКІ","в.","Чаплеўшчы́на","ж.","-ны, -най і -наю, -не","Čaplieŭščyna","Чаплевщина"
"Гродзенская","ЛІДСКІ","БЕЛІЦКІ","в.","Я́манты","мн.","-таў, -тамі, -тах","Jamanty","Ямонты"
"Гродзенская","ЛІДСКІ","БЕРДАЎСКІ","в.","Бакуны́","мн.","-но́ў, -на́мі, -на́х","Bakuny","Бакуны"
"Гродзенская","ЛІДСКІ","БЕРДАЎСКІ","в.","Бе́рдаўка","ж.","-кі, -кай і -каю, -ўцы","Bierdaŭka","Бердовка"
"Гродзенская","ЛІДСКІ","БЕРДАЎСКІ","в.","Бялу́ндзі","мн.","-дзяў, -дзямі, -дзях","Bialundzi","Белунди"
"Гродзенская","ЛІДСКІ","БЕРДАЎСКІ","в.","Во́ўкаўцы","мн.","-цаў, -цамі, -цах","Voŭkaŭcy","Волковцы"
"Гродзенская","ЛІДСКІ","БЕРДАЎСКІ","в.","Касо́ўшчына","ж.","-ны, -най і -наю, -не","Kasoŭščyna","Косовщина"
"Гродзенская","ЛІДСКІ","БЕРДАЎСКІ","в.","Кір’я́наўцы","мн.","-цаў, -цамі, -цах","Kirjanaŭcy","Кирьяновцы"
"Гродзенская","ЛІДСКІ","БЕРДАЎСКІ","в.","Сце́ркава","н.","-ва, -вам, -ве","Scierkava","Стерково"
"Гродзенская","ЛІДСКІ","БЕРДАЎСКІ","в.","Тата́рцы","мн.","-цаў, -цамі, -цах","Tatarcy","Татарцы"
"Гродзенская","ЛІДСКІ","БЕРДАЎСКІ","в.","Хару́жаўцы","мн.","-цаў, -цамі, -цах","Charužaŭcy","Хоружевцы"
"Гродзенская","ЛІДСКІ","ВАВЕРСКІ","в.","Альхо́ўка","ж.","-кі, -кай і -каю, -ўцы","Aĺchoŭka","Ольховка"
"Гродзенская","ЛІДСКІ","ВАВЕРСКІ","в.","Бабо́ўцы","мн.","-цаў, -цамі, -цах","Baboŭcy","Бобовцы"
"Гродзенская","ЛІДСКІ","ВАВЕРСКІ","в.","Ва́верка","ж.","-кі, -кай і -каю, -рцы","Vavierka","Ваверка"
"Гродзенская","ЛІДСКІ","ВАВЕРСКІ","в.","Ге́рдзеўцы","мн.","-цаў, -цамі, -цах","Hierdzieŭcy","Гердевцы"
"Гродзенская","ЛІДСКІ","ВАВЕРСКІ","в.","Ды́лева","н.","-ва, -вам, -ве","Dylieva","Дылево"
"Гродзенская","ЛІДСКІ","ВАВЕРСКІ","в.","Кавалі́","мн.","-лёў, -ля́мі, -ля́х","Kavali","Ковали"
"Гродзенская","ЛІДСКІ","ВАВЕРСКІ","в.","Ка́дзішкі","мн.","-шак і -шкаў, -камі, -ках","Kadziški","Кадишки"
"Гродзенская","ЛІДСКІ","ВАВЕРСКІ","в.","Касі́лаўцы","мн.","-цаў, -цамі, -цах","Kasilaŭcy","Косиловцы"
"Гродзенская","ЛІДСКІ","ВАВЕРСКІ","в.","Ко́саўшчына","ж.","-ны, -най і -наю, -не","Kosaŭščyna","Косовщина"
"Гродзенская","ЛІДСКІ","ВАВЕРСКІ","в.","Красно́ўцы","мн.","-цаў, -цамі, -цах","Krasnoŭcy","Красновцы"
"Гродзенская","ЛІДСКІ","ВАВЕРСКІ","в.","Лаўры́навічы","мн.","-віч і -вічаў, -чамі, -чах","Laŭrynavičy","Лавриновичи"
"Гродзенская","ЛІДСКІ","ВАВЕРСКІ","в.","Ма́нцавічы","мн.","-віч і -вічаў, -чамі, -чах","Mancavičy","Манцевичи"
"Гродзенская","ЛІДСКІ","ВАВЕРСКІ","в.","Маркуці́","мн.","-цёў, -ця́мі, -ця́х","Markuci","Маркути"
"Гродзенская","ЛІДСКІ","ВАВЕРСКІ","в.","Ме́йры","мн.","-раў, -рамі, -рах","Mіejry","Мейры"
"Гродзенская","ЛІДСКІ","ВАВЕРСКІ","в.","Міку́ты","мн.","-ку́т і -ку́таў, -тамі, -тах","Mikuty","Микуты"
"Гродзенская","ЛІДСКІ","ВАВЕРСКІ","в.","Міхнаўцы́","мн.","-цо́ў, -ца́мі, -ца́х","Michnаŭcy","Михновцы"
"Гродзенская","ЛІДСКІ","ВАВЕРСКІ","в.","Мыто́","н.","-та́, -то́м, Мыце́","Myto","Мыто"
"Гродзенская","ЛІДСКІ","ВАВЕРСКІ","в.","Навасёлкі","мн.","-лак і -лкаў, -камі, -ках","Navasiolki","Новосёлки"
"Гродзенская","ЛІДСКІ","ВАВЕРСКІ","в.","Падальхо́ўка","ж.","-кі, -кай і -каю, -ўцы","Padaĺchoŭka","Подольховка"
"Гродзенская","ЛІДСКІ","ВАВЕРСКІ","в.","Папе́рня","ж.","-ні, -няй і -няю, -ні","Papiernia","Паперня"
"Гродзенская","ЛІДСКІ","ВАВЕРСКІ","в.","Радзві́лаўцы","мн.","-цаў, -цамі, -цах","Radzvilaŭcy","Радвиловцы"
"Гродзенская","ЛІДСКІ","ВАВЕРСКІ","в.","Ру́левічы","мн.","-віч і -вічаў, -чамі, -чах","Rulievičy","Рулевичи"
"Гродзенская","ЛІДСКІ","ВАВЕРСКІ","в.","Селяхі́","мн.","-хо́ў, -ха́мі, -ха́х","Sieliachi","Селяхи"
"Гродзенская","ЛІДСКІ","ВАВЕРСКІ","в.","Сeрафі́ны","мн.","-фі́н і -фі́наў, -намі, -нах","Sierafiny","Серафины"
"Гродзенская","ЛІДСКІ","ВАВЕРСКІ","в.","Смалакі́","мн.","-ко́ў, -ка́мі, -ка́х","Smalaki","Смолаки"
"Гродзенская","ЛІДСКІ","ВАВЕРСКІ","в.","Сяме́йкі","мн.","-ме́ек і -ме́йкаў, -камі, -ках","Siamiejki","Семейки"
"Гродзенская","ЛІДСКІ","ВАВЕРСКІ","в.","Чаплі́","мн.","-лёў, -ля́мі, -ля́х","Čapli","Чапли"
"Гродзенская","ЛІДСКІ","ВАВЕРСКІ","в.","Чашэ́йкі","мн.","-шэ́ек і -шэ́йкаў, -камі, -ках","Čašejki","Чешейки"
"Гродзенская","ЛІДСКІ","ВАВЕРСКІ","в.","Янаўля́ны","мн.","-ля́н і -ля́наў, -намі, -нах","Janaŭliany","Яновляны"
"Гродзенская","ЛІДСКІ","ГАНЧАРСКІ","в.","Агаро́днікі","мн.","-каў, -камі, -ках","Aharodniki","Огородники"
"Гродзенская","ЛІДСКІ","ГАНЧАРСКІ","в.","Ба́равічы","мн.","-віч і -вічаў, -чамі, -чах","Baravičy","Баровичи"
"Гродзенская","ЛІДСКІ","ГАНЧАРСКІ","в.","Бе́невічы","мн.","-віч і -вічаў, -чамі, -чах","Bienievičy","Беневичи"
"Гродзенская","ЛІДСКІ","ГАНЧАРСКІ","в.","Га́нцавічы","мн.","-віч і -вічаў, -чамі, -чах","Hancavičy","Ганцевичи"
"Гродзенская","ЛІДСКІ","ГАНЧАРСКІ","в.","Ганчары́","мн.","-ро́ў, -ра́мі, -ра́х","Hančary","Гончары"
"Гродзенская","ЛІДСКІ","ГАНЧАРСКІ","в.","Даржы́","мн.","-жо́ў, -жа́мі, -жа́х","Daržy","Доржи"
"Гродзенская","ЛІДСКІ","ГАНЧАРСКІ","в.","Дзі́трыкі","мн.","-рык і -рыкаў, -камі, -ках","Dzitryki","Дитрики"
"Гродзенская","ЛІДСКІ","ГАНЧАРСКІ","в.","Дро́здава","н.","-ва, -вам, -ве","Drozdava","Дроздово"
"Гродзенская","ЛІДСКІ","ГАНЧАРСКІ","в.","Жо́майдзі","мн.","-дзяў, -дзямі, -дзях","Žomajdzi","Жомойди"
"Гродзенская","ЛІДСКІ","ГАНЧАРСКІ","в.","Жучкі́","мн.","-ко́ў, -ка́мі, -ка́х","Žučki","Жучки"
"Гродзенская","ЛІДСКІ","ГАНЧАРСКІ","в.","Зарача́ны","мн.","-ча́н і -ча́наў, -намі, -нах","Zaračany","Заречаны"
"Гродзенская","ЛІДСКІ","ГАНЧАРСКІ","в.","І́стакі","мн.","І́стак і І́стакаў, -камі, -ках","Іstaki","Истоки"
"Гродзенская","ЛІДСКІ","ГАНЧАРСКІ","в.","Масяві́чы","мн.","-ві́ч і -ві́чаў, -чамі, -чах","Masiavičy","Мосевичи"
"Гродзенская","ЛІДСКІ","ГАНЧАРСКІ","в.","Сіманы́","мн.","-но́ў, -на́мі, -на́х","Simany","Симоны"
"Гродзенская","ЛІДСКІ","ГАНЧАРСКІ","в.","Су́праўшчына","ж.","-ны, -най і -наю, -не","Supraŭščyna","Супровщина"
"Гродзенская","ЛІДСКІ","ГАНЧАРСКІ","в.","Сяле́ц","м.","Сяльца́, -цо́м, -цы́","Sialiec","Селец"
"Гродзенская","ЛІДСКІ","ГОЛДАЎСКІ","в.","Бабры́","мн.","-ро́ў, -ра́мі, -ра́х","Babry","Бобры"
"Гродзенская","ЛІДСКІ","ГОЛДАЎСКІ","в.","Вялі́кае Сяло́","н.","-кага -ла́, -кім -ло́м, -кім -ле́","Vialikaje Sialo","Великое Село"
"Гродзенская","ЛІДСКІ","ГОЛДАЎСКІ","в.","Го́лдава","н.","-ва, -вам, -ве","Holdava","Голдово"
"Гродзенская","ЛІДСКІ","ГОЛДАЎСКІ","в.","Зіно́вічы","мн.","-віч і -вічаў, -чамі, -чах","Zinovičy","Зиновичи"
"Гродзенская","ЛІДСКІ","ГОЛДАЎСКІ","в.","Ігна́ткаўцы","мн.","-цаў, -цамі, -цах","Іhnatkaŭcy","Игнатковцы"
"Гродзенская","ЛІДСКІ","ГОЛДАЎСКІ","в.","Леснікі́","мн.","-ко́ў, -ка́мі, -ка́х","Liesniki","Лесники"
"Гродзенская","ЛІДСКІ","ГОЛДАЎСКІ","в.","Малышы́","мн.","-шо́ў, -ша́мі, -ша́х","Malyšy","Малыши"
"Гродзенская","ЛІДСКІ","ГОЛДАЎСКІ","в.","Парача́ны","мн.","-ча́н і -ча́наў, -намі, -нах","Paračany","Поречаны"
"Гродзенская","ЛІДСКІ","ГОЛДАЎСКІ","в.","Семашкі́","мн.","-ко́ў, -ка́мі, -ка́х","Siemaški","Семашки"
"Гродзенская","ЛІДСКІ","ГОЛДАЎСКІ","в.","Хадзюкі́","мн.","-ко́ў, -ка́мі, -ка́х","Chadziuki","Ходюки"
"Гродзенская","ЛІДСКІ","ГОЛДАЎСКІ","в.","Цве́рбуты","мн.","-бут і -бутаў, -тамі, -тах","Cvierbuty","Цвербуты"
"Гродзенская","ЛІДСКІ","ДАКУДАЎСКІ","в.","Ана́цкі","мн.","-каў, -камі, -ках","Anacki","Анацки"
"Гродзенская","ЛІДСКІ","ДАКУДАЎСКІ","в.","Бі́скупцы","мн.","-цаў, -цамі, -цах","Biskupcy","Бискупцы"
"Гродзенская","ЛІДСКІ","ДАКУДАЎСКІ","в.","Бурно́сы","мн.","-но́с і -но́саў, -самі, -сах","Burnosy","Бурносы"
"Гродзенская","ЛІДСКІ","ДАКУДАЎСКІ","в.","Гаўе́-Пя́скі","мн.","Гаўе́-Пя́скаў, Гаўе́-Пя́скамі, Гаўе́-Пя́сках","Haŭjе-Piаski","Гавье-Пяски"
"Гродзенская","ЛІДСКІ","ДАКУДАЎСКІ","в.","Даку́дава 1","н.","-ва, -вам, -ве","Dakudava 1","Докудово 1"
"Гродзенская","ЛІДСКІ","ДАКУДАЎСКІ","в.","Даку́дава 2","н.","-ва, -вам, -ве","Dakudava 2","Докудово 2"
"Гродзенская","ЛІДСКІ","ДАКУДАЎСКІ","в.","Е́льня","ж.","-ні, -няй і -няю, -ні","Jeĺnia","Ельня"
"Гродзенская","ЛІДСКІ","ДАКУДАЎСКІ","в.","Забало́тня","ж.","-ні, -няй і -няю, -ні","Zabalоtnia","Заболотня"
"Гродзенская","ЛІДСКІ","ДАКУДАЎСКІ","в.","Карні́лкі","мн.","-лак і -лкаў, -камі, -ках","Karnilki","Корнилки"
"Гродзенская","ЛІДСКІ","ДАКУДАЎСКІ","в.","Лу́чкі","мн.","-чак і -чкаў, -камі, -ках","Lučki","Лучки"
"Гродзенская","ЛІДСКІ","ДАКУДАЎСКІ","в.","Міку́лічы","мн.","-ліч і -лічаў, -чамі, -чах","Mikuličy","Микуличи"
"Гродзенская","ЛІДСКІ","ДАКУДАЎСКІ","в.","Місу́ры","мн.","-су́р і -су́раў, -рамі, -рах","Misury","Мисуры"
"Гродзенская","ЛІДСКІ","ДАКУДАЎСКІ","в.","Мялёгава","н.","-ва, -вам, -ве","Mialiohava","Мелёгово"
"Гродзенская","ЛІДСКІ","ДАКУДАЎСКІ","в.","По́раслі","мн.","-ляў, -лямі, -лях","Porasli","Поросли"
"Гродзенская","ЛІДСКІ","ДАКУДАЎСКІ","в.","Пятры́","мн.","-ро́ў, -ра́мі, -ра́х","Piatry","Петры"
"Гродзенская","ЛІДСКІ","ДАКУДАЎСКІ","в.","Філо́наўцы","мн.","-цаў, -цамі, -цах","Filonaŭcy","Филоновцы"
"Гродзенская","ЛІДСКІ","ДАКУДАЎСКІ","в.","Чараўкі́","мн.","-ко́ў, -ка́мі, -ка́х","Čaraŭki","Черевки"
"Гродзенская","ЛІДСКІ","ДВАРЫШЧАНСКІ","в.","Бяне́йкі","мн.","-не́ек і -не́йкаў, -камі, -ках","Bianiejki","Бенейки"
"Гродзенская","ЛІДСКІ","ДВАРЫШЧАНСКІ","в.","Бяро́зна","н.","-на, -нам, -не","Biarozna","Берёзно"
"Гродзенская","ЛІДСКІ","ДВАРЫШЧАНСКІ","в.","Гервяні́кі","мн.","-ні́к і -ні́каў, -камі, -ках","Hiervianiki","Гервеники"
"Гродзенская","ЛІДСКІ","ДВАРЫШЧАНСКІ","в.","Гі́мбуты","мн.","-бут і -бутаў, -тамі, -тах","Himbuty","Гимбуты"
"Гродзенская","ЛІДСКІ","ДВАРЫШЧАНСКІ","в.","Гурыны́","мн.","-но́ў, -на́мі, -на́х","Huryny","Гурины"
"Гродзенская","ЛІДСКІ","ДВАРЫШЧАНСКІ","в.","Дво́рышча","н.","-ча, -чам, -чы","Dvoryšča","Дворище"
"Гродзенская","ЛІДСКІ","ДВАРЫШЧАНСКІ","в.","Дзяўгу́ны","мн.","-гу́н і -гу́наў, -намі, -нах","Dziaŭhuny","Девгуны"
"Гродзенская","ЛІДСКІ","ДВАРЫШЧАНСКІ","в.","Крыні́цы","мн.","-ні́ц і -ні́цаў, -цамі, -цах","Krynicy","Криницы"
"Гродзенская","ЛІДСКІ","ДВАРЫШЧАНСКІ","в.","Левашы́","мн.","-шо́ў, -ша́мі, -ша́х","Lievašy","Леваши"
"Гродзенская","ЛІДСКІ","ДВАРЫШЧАНСКІ","в.","Лясны́я Дво́рышчы","мн.","-ны́х -рышч і -ны́х -рышчаў, -ны́мі -шчамі, -ны́х -шчах","Liasnyja Dvoryščy","Лесные Дворищи"
"Гродзенская","ЛІДСКІ","ДВАРЫШЧАНСКІ","в.","Мары́сева","н.","-ва, -вам, -ве","Marysieva","Марисево"
"Гродзенская","ЛІДСКІ","ДВАРЫШЧАНСКІ","в.","Мар’яно́ва","н.","-ва, -вам, -ве","Marjanova","Марьяново"
"Гродзенская","ЛІДСКІ","ДВАРЫШЧАНСКІ","в.","Меляшы́","мн.","-шо́ў, -ша́мі, -ша́х","Mieliašy","Мелеши"
"Гродзенская","ЛІДСКІ","ДВАРЫШЧАНСКІ","в.","Мігуны́","мн.","-но́ў, -на́мі, -на́х","Mihuny","Мигуны"
"Гродзенская","ЛІДСКІ","ДВАРЫШЧАНСКІ","в.","Мяйлу́ны","мн.","-лу́н і -лу́наў, -намі, -нах","Miajluny","Мейлуны"
"Гродзенская","ЛІДСКІ","ДВАРЫШЧАНСКІ","в.","Мярге́нцы","мн.","-цаў, -цамі, -цах","Miarhiency","Мергенцы"
