"Гродзенская","АШМЯНСКІ","КАМЕННАЛОГСКІ","х.","Бу́дзькаўшчына","ж.","-ны, -най і -наю, -не","Budźkaŭščyna","Будьковщина"
"Гродзенская","АШМЯНСКІ","КАМЕННАЛОГСКІ","в.","Бяня́ны","мн.","-ня́н і -ня́наў, -намі, -нах","Bianiany","Беняны"
"Гродзенская","АШМЯНСКІ","КАМЕННАЛОГСКІ","в.","Бяры́ндзішкі","мн.","-шак і -шкаў, -камі, -ках","Biaryndziški","Бериндишки"
"Гродзенская","АШМЯНСКІ","КАМЕННАЛОГСКІ","в.","Ваўко́ўшчына","ж.","-ны, -най і -наю, -не","Vaŭkoŭščyna","Волковщина"
"Гродзенская","АШМЯНСКІ","КАМЕННАЛОГСКІ","х.","Вільяно́ва","н.","-ва, -вам, -ве","Viĺjanova","Вильяново"
"Гродзенская","АШМЯНСКІ","КАМЕННАЛОГСКІ","в.","Вішто́кі","мн.","-то́к і -каў, -камі, -ках","Vištoki","Виштоки"
"Гродзенская","АШМЯНСКІ","КАМЕННАЛОГСКІ","х.","Вы́гада","ж.","-ды, -дай і -даю, -дзе","Vyhada","Выгода"
"Гродзенская","АШМЯНСКІ","КАМЕННАЛОГСКІ","в.","Га́нева","н.","-ва, -вам, -ве","Hanieva","Ганево"
"Гродзенская","АШМЯНСКІ","КАМЕННАЛОГСКІ","х.","Граўжы́","мн.","-жо́ў, -жа́мі, -жа́х","Hraŭzy","Гравжи"
"Гродзенская","АШМЯНСКІ","КАМЕННАЛОГСКІ","в.","Дайно́ўка","ж.","-кі, -кай і -каю, -ўцы","Dajnoŭka","Дайновка"
"Гродзенская","АШМЯНСКІ","КАМЕННАЛОГСКІ","х.","Далава́я","ж.","-во́й, -во́й і -во́ю, -во́й","Dalavaja","Доловая"
"Гродзенская","АШМЯНСКІ","КАМЕННАЛОГСКІ","х.","Дзі́траўшчына","ж.","-ны, -най і -наю, -не","Dzitraŭščyna","Дитровщина"
"Гродзенская","АШМЯНСКІ","КАМЕННАЛОГСКІ","в.","До́льны Каме́нны Лог","м.","-нага -ннага -га, -ным -нным -гам, -ным -нным Ло́зе","Doĺny Kamienny Loh","Дольный Каменный Лог"
"Гродзенская","АШМЯНСКІ","КАМЕННАЛОГСКІ","в.","Дуке́лі","мн.","-ляў, -лямі, -лях","Dukieli","Дукели"
"Гродзенская","АШМЯНСКІ","КАМЕННАЛОГСКІ","в.","Жукі́","мн.","-ко́ў, -ка́мі, -ка́х","Žuki","Жуки"
"Гродзенская","АШМЯНСКІ","КАМЕННАЛОГСКІ","в.","Каме́нны Лог","м.","-ннага -га, -нным -гам, -нным Ло́зе","Kamienny Loh","Каменный Лог"
"Гродзенская","АШМЯНСКІ","КАМЕННАЛОГСКІ","в.","Каршу́нішкі","мн.","-шак і -шкаў, -камі, -ках","Karšuniški","Коршунишки"
"Гродзенская","АШМЯНСКІ","КАМЕННАЛОГСКІ","в.","Кастэ́чына","ж.","-ны, -най і -наю, -не","Kastečyna","Кастечина"
"Гродзенская","АШМЯНСКІ","КАМЕННАЛОГСКІ","в.","Кемя́ны","мн.","-мя́н і -мя́наў, -намі, -нах","Kiemiany","Кемяны"
"Гродзенская","АШМЯНСКІ","КАМЕННАЛОГСКІ","в.","Курганы́","мн.","-но́ў, -на́мі, -на́х","Kurhany","Курганы"
"Гродзенская","АШМЯНСКІ","КАМЕННАЛОГСКІ","х.","Лу́жы","мн.","Луж і Лу́жаў, -жамі, -жах","Lužy","Лужи"
"Гродзенская","АШМЯНСКІ","КАМЕННАЛОГСКІ","в.","Макры́цы","мн.","-ры́ц і -ры́цаў, -цамі, -цах","Makrycy","Мокрицы"
"Гродзенская","АШМЯНСКІ","КАМЕННАЛОГСКІ","в.","Малы́нішкі","мн.","-шак і -шкаў, -камі, -ках","Malyniški","Малынишки"
"Гродзенская","АШМЯНСКІ","КАМЕННАЛОГСКІ","х.","Маско́ўшчына","ж.","-ны, -най і -наю, -не","Maskoŭščyna","Московщина"
"Гродзенская","АШМЯНСКІ","КАМЕННАЛОГСКІ","в.","Ме́днікі","мн.","-каў, -камі, -ках","Miedniki","Медники"
"Гродзенская","АШМЯНСКІ","КАМЕННАЛОГСКІ","х.","Ме́рлішкі","мн.","-шак і -шкаў, -камі, -ках","Mierliški","Мерлишки"
"Гродзенская","АШМЯНСКІ","КАМЕННАЛОГСКІ","в.","Мураўёўка","ж.","-кі, -кай і -каю, -ўцы","Muraŭjoŭka","Муравьёвка"
"Гродзенская","АШМЯНСКІ","КАМЕННАЛОГСКІ","в.","Навасёлкі","мн.","-лак і -лкаў, -камі, -ках","Navasiolki","Новосёлки"
"Гродзенская","АШМЯНСКІ","КАМЕННАЛОГСКІ","х.","Навася́ды","мн.","-ся́д і -ся́даў, -дамі, -дах","Navasiady","Новосяды"
"Гродзенская","АШМЯНСКІ","КАМЕННАЛОГСКІ","в.","Навася́ды 1","мн.","-ся́д і -ся́даў, -дамі, -дах","Navasiady 1","Новосяды 1"
"Гродзенская","АШМЯНСКІ","КАМЕННАЛОГСКІ","в.","Навася́ды 2","мн.","-ся́д і -ся́даў, -дамі, -дах","Navasiady 2","Новосяды 2"
"Гродзенская","АШМЯНСКІ","КАМЕННАЛОГСКІ","в.","Паля́ны","мн.","-ля́н і -ля́наў, -намі, -нах","Paliany","Поляны"
"Гродзенская","АШМЯНСКІ","КАМЕННАЛОГСКІ","х.","Пато́кі","мн.","-каў, -камі, -ках","Patoki","Потоки"
"Гродзенская","АШМЯНСКІ","КАМЕННАЛОГСКІ","в.","По́гіры","мн.","-раў, -рамі, -рах","Pohiry","Погири"
"Гродзенская","АШМЯНСКІ","КАМЕННАЛОГСКІ","х.","Рай","м.","Ра́я, Ра́ем, Ра́і","Raj","Рай"
"Гродзенская","АШМЯНСКІ","КАМЕННАЛОГСКІ","х.","Ро́ўнае По́ле","н.","-нага -ля, -ным -лем, -ным -лі","Roŭnaje Polie","Ровное Поле"
"Гродзенская","АШМЯНСКІ","КАМЕННАЛОГСКІ","в.","Цу́дзенішкі","мн.","-шак і -шкаў, -камі, -ках","Cudzieniški","Цуденишки"
"Гродзенская","АШМЯНСКІ","КАМЕННАЛОГСКІ","х.","Чарапака́льня","ж.","-ні, -няй і -няю, -ні","Čarapakaĺnia","Черепокальня"
"Гродзенская","АШМЯНСКІ","КАМЕННАЛОГСКІ","в.","Юрша́ны","мн.","-ша́н і -ша́наў, -намі, -нах","Juršany","Юршаны"
"Гродзенская","АШМЯНСКІ","КАМЕННАЛОГСКІ","в.","Яні́шкі","мн.","-шак і -шкаў, -камі, -ках","Janiški","Янишки"
"Гродзенская","АШМЯНСКІ","КАМЕННАЛОГСКІ","в.","Янка́нцы","мн.","-цаў, -цамі, -цах","Jankancy","Янканцы"
"Гродзенская","АШМЯНСКІ","КАМЕННАЛОГСКІ","в.","Яно́ва","н.","-ва, -вам, -ве","Janova","Яново"
"Гродзенская","АШМЯНСКІ","КАМЕННАЛОГСКІ","в.","Ясянёва","н.","-ва, -вам, -ве","Jasianiova","Ясенёво"
"Гродзенская","АШМЯНСКІ","КРАЙВАНЦАЎСКІ","х.","Андрэ́йкішкі","мн.","-шак і -шкаў, -камі, -ках","Andrejkiški","Андрейкишки"
"Гродзенская","АШМЯНСКІ","КРАЙВАНЦАЎСКІ","в.","Анжа́дава","н.","-ва, -вам, -ве","Anžadava","Онжадово"
"Гродзенская","АШМЯНСКІ","КРАЙВАНЦАЎСКІ","в.","Антаны́","мн.","-но́ў, -на́мі, -на́х","Antany","Антоны"
"Гродзенская","АШМЯНСКІ","КРАЙВАНЦАЎСКІ","в.","Баро́ва","н.","-ва, -вам, -ве","Barova","Барово"
"Гродзенская","АШМЯНСКІ","КРАЙВАНЦАЎСКІ","в.","Бікя́ны","мн.","-кя́н і -кя́наў, -намі, -нах","Bikiany","Бикяны"
"Гродзенская","АШМЯНСКІ","КРАЙВАНЦАЎСКІ","в.","Буня́ны","мн.","-ня́н і -ня́наў, -намі, -нах","Buniany","Буняны"
"Гродзенская","АШМЯНСКІ","КРАЙВАНЦАЎСКІ","в.","Бу́рцішкі","мн."," -шак і -шкаў, -камі, -ках","Burciški","Буртишки"
"Гродзенская","АШМЯНСКІ","КРАЙВАНЦАЎСКІ","в.","Буя́нішкі","мн.","-шак і -шкаў, -камі, -ках","Bujaniški","Буянишки"
"Гродзенская","АШМЯНСКІ","КРАЙВАНЦАЎСКІ","в.","Бычкі́","мн.","-ко́ў, -ка́мі, -ка́х","Byčki","Бычки"
"Гродзенская","АШМЯНСКІ","КРАЙВАНЦАЎСКІ","в.","Бяцю́ны","мн.","-цю́н і -цю́наў, -намі, -нах","Biaciuny","Бетюны"
"Гродзенская","АШМЯНСКІ","КРАЙВАНЦАЎСКІ","в.","Вельбуто́ва","н.","-ва, -вам, -ве","Vieĺbutova","Вельбутово"
"Гродзенская","АШМЯНСКІ","КРАЙВАНЦАЎСКІ","х.","Высака́","ж.","-кі́, -ко́й і -ко́ю, -сацэ́","Vysaka","Высока"
"Гродзенская","АШМЯНСКІ","КРАЙВАНЦАЎСКІ","в.","Гардзіе́ўцы","мн.","-цаў, -цамі, -цах","Hardzijeŭcy","Гордиевцы"
"Гродзенская","АШМЯНСКІ","КРАЙВАНЦАЎСКІ","в.","Го́льманты","мн.","-таў, -тамі, -тах","Hoĺmanty","Гольмонты"
"Гродзенская","АШМЯНСКІ","КРАЙВАНЦАЎСКІ","х.","Гу́далаўка","ж.","-кі, -кай і -каю, -ўцы","Hudalaŭka","Гудоловка"
"Гродзенская","АШМЯНСКІ","КРАЙВАНЦАЎСКІ","в.","Гурэ́лі","мн.","-рэ́ль і -рэ́ляў, -лямі, -лях","Hureli","Гурели"
"Гродзенская","АШМЯНСКІ","КРАЙВАНЦАЎСКІ","х.","Дзя́ліна","н.","-на, -нам, -не","Dzialina","Дялино"
"Гродзенская","АШМЯНСКІ","КРАЙВАНЦАЎСКІ","в.","Жо́даўка","ж.","-кі, -кай і -каю, -ўцы","Žodaŭka","Жодовка"
"Гродзенская","АШМЯНСКІ","КРАЙВАНЦАЎСКІ","в.","Ка́дзі","мн.","-дзяў, -дзямі, -дзях","Kadzi","Кади"
"Гродзенская","АШМЯНСКІ","КРАЙВАНЦАЎСКІ","в.","Казарэ́зы","мн.","-заў, -замі, -зах","Kazarezy","Козорезы"
"Гродзенская","АШМЯНСКІ","КРАЙВАНЦАЎСКІ","х.","Каса́цішкі","мн.","-шак і -шкаў, -камі, -ках","Kasaciški","Касатишки"
"Гродзенская","АШМЯНСКІ","КРАЙВАНЦАЎСКІ","х.","Ка́снеўшчына","ж.","-ны, -най і -наю, -не","Kasnieŭščyna","Касневщина"
"Гродзенская","АШМЯНСКІ","КРАЙВАНЦАЎСКІ","в.","Кібы́","мн.","-бо́ў, -ба́мі, -ба́х","Kiby","Кибы"
"Гродзенская","АШМЯНСКІ","КРАЙВАНЦАЎСКІ","в.","Крайва́нцы","мн.","-цаў, -цамі, -цах","Krajvancy","Крейванцы"
"Гродзенская","АШМЯНСКІ","КРАЙВАНЦАЎСКІ","х.","Крыва́я","ж.","-во́й, -во́й і -во́ю, -во́й","Kryvaja","Кривая"
"Гродзенская","АШМЯНСКІ","КРАЙВАНЦАЎСКІ","в.","Кры́жалеўшчына","ж.","-ны, -най і -наю, -не","Kryžalieŭščyna","Крыжалевщина"
"Гродзенская","АШМЯНСКІ","КРАЙВАНЦАЎСКІ","в.","Куцку́ны","мн.","-ку́н і -ку́наў, -намі, -нах","Kuckuny","Куцкуны"
"Гродзенская","АШМЯНСКІ","КРАЙВАНЦАЎСКІ","в.","Лапе́йкі","мн.","-пе́ек і -пе́йкаў, -камі, -ках","Lapiejki","Лапейки"
"Гродзенская","АШМЯНСКІ","КРАЙВАНЦАЎСКІ","в.","Латве́лі","мн.","-ве́ль і -ве́ляў, -лямі, -лях","Latvieli","Латвели"
"Гродзенская","АШМЯНСКІ","КРАЙВАНЦАЎСКІ","х.","Ліпнягі́","мн.","-го́ў, -га́мі, -га́х","Lipniahi","Липняги"
"Гродзенская","АШМЯНСКІ","КРАЙВАНЦАЎСКІ","в.","Лукша́ны","мн.","-ша́н і -ша́наў, -намі, -нах","Lukšany","Лукшаны"
"Гродзенская","АШМЯНСКІ","КРАЙВАНЦАЎСКІ","х.","Мала́кі","мн.","-ла́к і -ла́каў, -камі, -ках","Malaki","Малаки"
"Гродзенская","АШМЯНСКІ","КРАЙВАНЦАЎСКІ","в.","Марціно́ва","н.","-ва, -вам, -ве","Marcinova","Мартиново"
"Гродзенская","АШМЯНСКІ","КРАЙВАНЦАЎСКІ","в.","Ма́слаўшчына","ж.","-ны, -най і -наю, -не","Maslaŭščyna","Масловщина"
"Гродзенская","АШМЯНСКІ","КРАЙВАНЦАЎСКІ","х.","Ме́льніца","ж.","-цы, -цай і -цаю, -цы","Mieĺnica","Мельница"
"Гродзенская","АШМЯНСКІ","КРАЙВАНЦАЎСКІ","в.","Міку́лішкі","мн.","-шак і -шкаў, -камі, -ках","Mikuliški","Микулишки"
"Гродзенская","АШМЯНСКІ","КРАЙВАНЦАЎСКІ","в.","Мурыны́","мн.","-рыно́ў, -на́мі, -на́х","Muryny","Мурины"
"Гродзенская","АШМЯНСКІ","КРАЙВАНЦАЎСКІ","в.","Нарту́ны","мн.","-ту́н і -наў, -намі, -нах","Nartuny","Нартуны"
"Гродзенская","АШМЯНСКІ","КРАЙВАНЦАЎСКІ","х.","Пікту́ша","ж.","-шы, -шай і -шаю, -шы","Piktuša","Пиктуша"
"Гродзенская","АШМЯНСКІ","КРАЙВАНЦАЎСКІ","х.","Скірма́нцішкі","мн.","-шак і -шкаў, -камі, -ках","Skirmanciški","Скирмантишки"
"Гродзенская","АШМЯНСКІ","КРАЙВАНЦАЎСКІ","в.","Стара́я Тара́саўшчына","ж.","-ро́й -ны, -ро́й -най і -ро́ю -наю, -ро́й -не","Staraja Tarasaŭščyna","Старая Тарасовщина"
"Гродзенская","АШМЯНСКІ","КРАЙВАНЦАЎСКІ","в.","Сту́льгі","мн.","-гаў, -гамі, -гах","Stuĺhi","Стульги"
"Гродзенская","АШМЯНСКІ","КРАЙВАНЦАЎСКІ","в.","Тале́і","мн.","-ле́яў, -ле́ямі, -ле́ях","Taliei","Талеи"
"Гродзенская","АШМЯНСКІ","КРАЙВАНЦАЎСКІ","в.","Цішка́ны","мн.","-ка́н і -ка́наў, -намі, -нах","Ciškany","Тишканы"
"Гродзенская","АШМЯНСКІ","КРАЙВАНЦАЎСКІ","в.","Юся́лішкі","мн.","-шак і -шкаў, -камі, -ках","Jusiališki","Юсялишки"
"Гродзенская","АШМЯНСКІ","МУРАВАНААШМЯНКОЎСКІ","в.","Алякса́ндраўка","ж.","-кі, -кай і -каю, -ўцы","Aliaksandraŭka","Александровка"
"Гродзенская","АШМЯНСКІ","МУРАВАНААШМЯНКОЎСКІ","в.","Анцулі́","мн.","-лёў, -ля́мі, -ля́х","Anculi","Анцули"
"Гродзенская","АШМЯНСКІ","МУРАВАНААШМЯНКОЎСКІ","х.","Бе́на","ж.","-ны, -най і -наю, -не","Biena","Бена"
"Гродзенская","АШМЯНСКІ","МУРАВАНААШМЯНКОЎСКІ","в.","Вало́дзькаўшчына","ж.","-ны, -най і -наю, -не","Valodźkaŭščyna","Володьковщина"
"Гродзенская","АШМЯНСКІ","МУРАВАНААШМЯНКОЎСКІ","в.","Варні́","мн.","-нёў, -ня́мі, -ня́х","Varni","Ворни"
"Гродзенская","АШМЯНСКІ","МУРАВАНААШМЯНКОЎСКІ","в.","Ва́сеўцы","мн.","-цаў, -цамі, -цах","Vasieŭcy","Васевцы"
"Гродзенская","АШМЯНСКІ","МУРАВАНААШМЯНКОЎСКІ","в.","Гальгі́нішкі","мн.","-шак і -шкаў, -камі, -ках","Haĺhiniški","Гальгинишки"
"Гродзенская","АШМЯНСКІ","МУРАВАНААШМЯНКОЎСКІ","х.","Гаўрыла́нцы","мн.","-цаў, -цамі, -цах","Haŭrylancy","Гавриланцы"
"Гродзенская","АШМЯНСКІ","МУРАВАНААШМЯНКОЎСКІ","в.","Ге́рвішкі","мн.","-шак і -шкаў, -камі, -ках","Hierviški","Гервишки"
"Гродзенская","АШМЯНСКІ","МУРАВАНААШМЯНКОЎСКІ","в.","Грыгі́ Гаравы́я","мн.","Грыг і Грыго́ў -вы́х, -га́мі -вы́мі, -га́х -вы́х","Hryhi Haravyja","Григи Горовые"
"Гродзенская","АШМЯНСКІ","МУРАВАНААШМЯНКОЎСКІ","в.","Грыгі́ Далавы́я","мн.","Грыг і Грыго́ў -вы́х, -га́мі -вы́мі, -га́х -вы́х","Hryhi Dalavyja","Григи Доловые"
"Гродзенская","АШМЯНСКІ","МУРАВАНААШМЯНКОЎСКІ","в.","Даўкшы́шкі","мн.","-шак і -шкаў, -камі, -ках","Daŭkšyški","Давкшишки"
"Гродзенская","АШМЯНСКІ","МУРАВАНААШМЯНКОЎСКІ","в.","Карве́лішкі","мн.","-шак і -шкаў, -камі, -ках","Karvieliški","Карвелишки"
"Гродзенская","АШМЯНСКІ","МУРАВАНААШМЯНКОЎСКІ","в.","Кліма́нцы","мн.","-цаў, -цамі, -цах","Klimancy","Климанцы"
"Гродзенская","АШМЯНСКІ","МУРАВАНААШМЯНКОЎСКІ","в.","Куляшы́","мн.","-шо́ў, -ша́мі, -ша́х","Kuliašy","Кулеши"
"Гродзенская","АШМЯНСКІ","МУРАВАНААШМЯНКОЎСКІ","в.","Лы́сая Гара́","ж.","-сай -ры́, -сай -ро́й і -саю -ро́ю, -сай -ры́","Lysaja Hara","Лысая Гора"
"Гродзенская","АШМЯНСКІ","МУРАВАНААШМЯНКОЎСКІ","в.","Марача́нка","ж.","-кі, -кай і -каю, -нцы","Maračanka","Морачанка"
"Гродзенская","АШМЯНСКІ","МУРАВАНААШМЯНКОЎСКІ","в.","Масі́","мн.","-сёў, -ся́мі, -ся́х","Masi","Маси"
"Гродзенская","АШМЯНСКІ","МУРАВАНААШМЯНКОЎСКІ","в.","Мурава́ная Ашмя́нка","ж.","-най -кі, -най -кай і -наю -каю, -най -нцы","Muravanaja Ašmianka","Мурованая Ошмянка"
"Гродзенская","АШМЯНСКІ","МУРАВАНААШМЯНКОЎСКІ","в.","Наска́нцы","мн.","-цаў, -цамі, -цах","Naskancy","Насканцы"
"Гродзенская","АШМЯНСКІ","МУРАВАНААШМЯНКОЎСКІ","в.","Пагуля́нка","ж.","-кі, -кай і -каю, -нцы","Pahulianka","Погулянка"
"Гродзенская","АШМЯНСКІ","МУРАВАНААШМЯНКОЎСКІ","х.","Паме́рач","ж.","-чы, -ччу, -чы","Pamierač","Померечь"
"Гродзенская","АШМЯНСКІ","МУРАВАНААШМЯНКОЎСКІ","в.","По́бень","м.","-ня, -нем, -ні","Pobier","Побень"
"Гродзенская","АШМЯНСКІ","МУРАВАНААШМЯНКОЎСКІ","в.","Ру́дзішкі","мн.","-шак і -шкаў, -камі, -ках","Rudziški","Рудишки"
"Гродзенская","АШМЯНСКІ","МУРАВАНААШМЯНКОЎСКІ","в.","Сайлюкі́","мн.","-ко́ў, -ка́мі, -ка́х","Sajliuki","Сайлюки"
"Гродзенская","АШМЯНСКІ","МУРАВАНААШМЯНКОЎСКІ","в.","Сло́цішкі","мн.","-шак і -шкаў, -камі, -ках","Slociški","Слотишки"
"Гродзенская","АШМЯНСКІ","МУРАВАНААШМЯНКОЎСКІ","в.","Стралы́","мн.","-ло́ў, -ла́мі, -ла́х","Straly","Стрелы"
"Гродзенская","АШМЯНСКІ","МУРАВАНААШМЯНКОЎСКІ","в.","Цімуты́","мн.","-то́ў, -та́мі, -та́х","Cimuty","Тимуты"
"Гродзенская","АШМЯНСКІ","МУРАВАНААШМЯНКОЎСКІ","в.","Швабы́","мн.","-бо́ў, -ба́мі, -ба́х","Švaby","Швабы"
"Гродзенская","АШМЯНСКІ","МУРАВАНААШМЯНКОЎСКІ","х.","Шлапако́ўшчына","ж.","-ны, -най і -наю, -не","Šlapakoŭščyna","Шлопаковщина"
"Гродзенская","АШМЯНСКІ","НАВАСЁЛКАЎСКІ","в.","Агаро́днікі","мн.","-каў, -камі, -ках","Aharodniki","Огородники"
"Гродзенская","АШМЯНСКІ","НАВАСЁЛКАЎСКІ","х.","Алізо́ва","н.","-ва, -вам, -ве","Alizova","Ализово"
"Гродзенская","АШМЯНСКІ","НАВАСЁЛКАЎСКІ","в.","Асі́наўка","ж.","-кі, -кай і -каю, -ўцы","Asinaŭka","Осиновка"
"Гродзенская","АШМЯНСКІ","НАВАСЁЛКАЎСКІ","в.","Багдані́шкі","мн.","-шак і -шкаў, -камі, -ках","Bahdaniški","Богданишки"
"Гродзенская","АШМЯНСКІ","НАВАСЁЛКАЎСКІ","х.","Багу́шкі","мн.","-шак і -шкаў, -камі, -ках","Bahuški","Богушки"
"Гродзенская","АШМЯНСКІ","НАВАСЁЛКАЎСКІ","в.","Во́йневічы","мн.","-віч і -вічаў, -чамі, -чах","Vojnievičy","Войневичи"
"Гродзенская","АШМЯНСКІ","НАВАСЁЛКАЎСКІ","в.","Во́лькавічы","мн.","-віч і -вічаў, -чамі, -чах","Voĺkavičy","Вольковичи"
"Гродзенская","АШМЯНСКІ","НАВАСЁЛКАЎСКІ","в.","Гарлі́ншчына","ж.","-ны, -най і -наю, -не","Harlinščyna","Горлинщина"
"Гродзенская","АШМЯНСКІ","НАВАСЁЛКАЎСКІ","в.","Гры́баўшчына","ж.","-ны, -най і -наю, -не","Hrybaŭščyna","Грибовщина"
"Гродзенская","АШМЯНСКІ","НАВАСЁЛКАЎСКІ","в.","Гудзяня́та","мн.","-ня́т і -ня́таў, -тамі, -тах","Hudzianiata","Гуденята"
"Гродзенская","АШМЯНСКІ","НАВАСЁЛКАЎСКІ","х.","Гурэ́лі","мн.","-рэ́ль і -рэ́ляў, -лямі, -лях","Hureli","Гурели"
"Гродзенская","АШМЯНСКІ","НАВАСЁЛКАЎСКІ","в.","Казя́ны","мн.","-зя́н і -зя́наў, -намі, -нах","Kaziany","Козяны"
"Гродзенская","АШМЯНСКІ","НАВАСЁЛКАЎСКІ","х.","Ка́менка","ж.","-кі, -кай і -каю, -нцы","Kamienka","Каменка"
"Гродзенская","АШМЯНСКІ","НАВАСЁЛКАЎСКІ","х.","Краме́шава","н.","-ва, -вам, -ве","Kramiešava","Кремешево"
"Гродзенская","АШМЯНСКІ","НАВАСЁЛКАЎСКІ","в.","Ку́цавічы","мн.","-віч і -вічаў, -чамі, -чах","Kucavičy","Куцевичи"
"Гродзенская","АШМЯНСКІ","НАВАСЁЛКАЎСКІ","х.","Ляпёнка","ж.","-кі, -кай і -каю, -нцы","Liapionka","Лепёнка"
"Гродзенская","АШМЯНСКІ","НАВАСЁЛКАЎСКІ","х.","Мажэ́йкі","мн.","-жэ́ек і -жэ́йкаў, -камі, -ках","Mažejki","Можейки"
"Гродзенская","АШМЯНСКІ","НАВАСЁЛКАЎСКІ","в.","Мастві́лішкі","мн.","-шак і -шкаў, -камі, -ках","Mastviliški","Моствилишки"
"Гродзенская","АШМЯНСКІ","НАВАСЁЛКАЎСКІ","в.","Міхалко́ні","мн.","-няў, -нямі, -нях","Michalkoni","Михалкони"
"Гродзенская","АШМЯНСКІ","НАВАСЁЛКАЎСКІ","в.","Навадво́рцы","мн.","-цаў, -цамі, -цах","Navadvorcy","Новодворцы"
"Гродзенская","АШМЯНСКІ","НАВАСЁЛКАЎСКІ","в.","Навасёлкі","мн.","-лак і -лкаў, -камі, -ках","Navasiolki","Новосёлки"
"Гродзенская","АШМЯНСКІ","НАВАСЁЛКАЎСКІ","в.","О́рдзевічы","мн.","-віч і -вічаў, -чамі, -чах","Ordzievičy","Ордевичи"
"Гродзенская","АШМЯНСКІ","НАВАСЁЛКАЎСКІ","в.","Павя́жы","мн.","-вя́ж і -жаў, -жамі, -жах","Paviažy","Повяжи"
"Гродзенская","АШМЯНСКІ","НАВАСЁЛКАЎСКІ","в.","Па́ўлаўцы","мн.","-цаў, -цамі, -цах","Paŭlaŭcy","Павловцы"
"Гродзенская","АШМЯНСКІ","НАВАСЁЛКАЎСКІ","в.","Скабе́йкі","мн.","-бе́ек і -бе́йкаў, -камі, -ках","Skabiejki","Скобейки"
"Гродзенская","АШМЯНСКІ","НАВАСЁЛКАЎСКІ","в.","Сні́паўшчына","ж.","-ны, -най і -наю, -не","Snipaŭščyna","Сниповщина"
"Гродзенская","АШМЯНСКІ","НАВАСЁЛКАЎСКІ","х.","Хадо́ркі","мн.","-рак і -ркаў, -камі, -ках","Chadorki","Ходорки"
"Гродзенская","АШМЯНСКІ","НАВАСЁЛКАЎСКІ","х.","Яно́ва","н.","-ва, -вам, -ве","Janova","Яново"
"Гродзенская","БЕРАСТАВІЦКІ","<раён>","г. п.","Вялі́кая Бераставі́ца","ж.","-кай -цы, -кай -цай і -каю -цаю, -кай -цы","Vialikaja Bierastavica","Великая Берестовица"
"Гродзенская","БЕРАСТАВІЦКІ","<раён>","р. п.","Паграні́чны","м.","-нага, -ным","Pahraničny","Пограничный"
"Гродзенская","БЕРАСТАВІЦКІ","Пагранічнаму пасялковаму Савету дэпутатаў","в.","Вараны́","мн.","-но́ў, -на́мі, -на́х","Varany","Вороны"
"Гродзенская","БЕРАСТАВІЦКІ","Пагранічнаму пасялковаму Савету дэпутатаў","в.","Гарбачы́","мн.","-чо́ў, -ча́мі, -ча́х","Harbačy","Горбачи"
"Гродзенская","БЕРАСТАВІЦКІ","Пагранічнаму пасялковаму Савету дэпутатаў","в.","Грыцаві́чы","мн.","-ві́ч і -ві́чаў, -чамі, -чах","Hrycavičy","Грицевичи"
"Гродзенская","БЕРАСТАВІЦКІ","Пагранічнаму пасялковаму Савету дэпутатаў","в.","Дзевя́ткі","мн.","-так і -ткаў, -камі, -ках","Dzieviatki","Девятки"
"Гродзенская","БЕРАСТАВІЦКІ","Пагранічнаму пасялковаму Савету дэпутатаў","в.","Жы́лічы","мн.","-ліч і -лічаў, -чамі, -чах","Žyličy","Жиличи"
"Гродзенская","БЕРАСТАВІЦКІ","Пагранічнаму пасялковаму Савету дэпутатаў","в.","Каласы́","мн.","-со́ў, -са́мі, -са́х","Kalasy","Колосы"
"Гродзенская","БЕРАСТАВІЦКІ","Пагранічнаму пасялковаму Савету дэпутатаў","в.","Ква́тары","мн.","-раў, -рамі, -рах","Kvatary","Кваторы"
"Гродзенская","БЕРАСТАВІЦКІ","Пагранічнаму пасялковаму Савету дэпутатаў","в.","Клепачы́","мн.","-чо́ў, -ча́мі, -ча́х","Kliepačy","Клепачи"
"Гродзенская","БЕРАСТАВІЦКІ","Пагранічнаму пасялковаму Савету дэпутатаў","в.","Кра́снае","н.","-нага, -ным","Krasnaje","Красное"
"Гродзенская","БЕРАСТАВІЦКІ","Пагранічнаму пасялковаму Савету дэпутатаў","в.","Лясна́я","ж.","-но́й, -но́й і -но́ю, -но́й","Liasnaja","Лесная"
"Гродзенская","БЕРАСТАВІЦКІ","Пагранічнаму пасялковаму Савету дэпутатаў","в.","Міжэ́вічы","мн.","-ві́ч і -ві́чаў, -чамі, -чах","Miževičy","Мижевичи"
"Гродзенская","БЕРАСТАВІЦКІ","Пагранічнаму пасялковаму Савету дэпутатаў","в.","Мі́нчыкі","мн.","-каў, -камі, -ках","Minčyki","Минчики"
"Гродзенская","БЕРАСТАВІЦКІ","Пагранічнаму пасялковаму Савету дэпутатаў","в.","Мянькі́","мн.","-ко́ў, -ка́мі, -ка́х","Miarki","Меньки"
"Гродзенская","БЕРАСТАВІЦКІ","Пагранічнаму пасялковаму Савету дэпутатаў","в.","Па́ўлюшкі","мн.","-шак і -шкаў, -камі, -ках","Paŭliuški","Павлюшки"
